time_s,pga_gal,mmi,category,vibration_detected
705.2,1.08,II,Very Weak,0
705.31,10.55,V,Moderate,1
705.42,12.28,V,Moderate,1
705.54,35.05,VI,Strong,1
705.65,37.68,VI,Strong,1
705.77,22.97,V,Moderate,1
705.88,41.82,VI,Strong,1
706.0,20.29,V,Moderate,1
706.11,18.1,V,Moderate,1
706.22,42.66,VI,Strong,1
706.33,42.19,VI,Strong,1
706.45,28.84,VI,Strong,1
706.57,36.58,VI,Strong,1
706.68,20.12,V,Moderate,1
706.79,35.78,VI,Strong,1
706.91,6.2,IV,Light,1
707.03,70.54,VII,Very Strong,1
707.14,15.53,V,Moderate,1
707.26,1.69,II,Very Weak,0
707.36,7.88,IV,Light,1
707.47,12.2,V,Moderate,1
707.59,69.76,VII,Very Strong,1
707.71,18.53,V,Moderate,1
707.82,10.47,V,Moderate,1
707.93,1.09,II,Very Weak,0
708.05,23.01,V,Moderate,1
708.16,65.2,VII,Very Strong,1
708.27,12.02,V,Moderate,1
708.39,47.82,VI,Strong,1
708.5,47.6,VI,Strong,1
708.61,59.82,VII,Very Strong,1
708.72,29.62,VI,Strong,1
708.83,2.87,III,Weak,0
708.94,42.76,VI,Strong,1
709.05,14.65,V,Moderate,1
709.17,9.78,IV,Light,1
709.27,8.8,IV,Light,1
709.39,3.97,III,Weak,0
709.5,37.1,VI,Strong,1
709.62,13.06,V,Moderate,1
709.74,46.02,VI,Strong,1
709.84,20.51,V,Moderate,1
709.96,17.47,V,Moderate,1
710.07,23.57,V,Moderate,1
710.18,10.34,V,Moderate,1
710.29,17.74,V,Moderate,1
710.41,14.27,V,Moderate,1
710.52,11.39,V,Moderate,1
710.64,10.98,V,Moderate,1
710.76,4.84,III,Weak,0
710.87,15.81,V,Moderate,1
710.98,1.3,II,Very Weak,0
711.09,0.84,I,Instrumental,0
711.21,0.36,I,Instrumental,0
711.32,34.78,VI,Strong,1
711.43,21.61,V,Moderate,1
711.54,20.61,V,Moderate,1
711.66,10.09,V,Moderate,1
711.77,15.46,V,Moderate,1
711.88,11.39,V,Moderate,1
711.99,14.47,V,Moderate,1
712.11,33.31,VI,Strong,1
712.22,7.87,IV,Light,1
712.33,8.55,IV,Light,1
712.45,34.8,VI,Strong,1
712.56,29.2,VI,Strong,1
712.67,7.79,IV,Light,1
712.78,26.35,VI,Strong,1
712.89,9.29,IV,Light,1
713.0,2.46,III,Weak,0
713.12,24.48,V,Moderate,1
713.23,0.66,I,Instrumental,0
713.35,13.93,V,Moderate,1
713.46,7.4,IV,Light,1
713.57,21.15,V,Moderate,1
713.68,28.49,VI,Strong,1
713.8,0.4,I,Instrumental,0
713.91,19.39,V,Moderate,1
714.02,21.54,V,Moderate,1
714.13,29.48,VI,Strong,1
714.25,38.65,VI,Strong,1
714.36,39.45,VI,Strong,1
714.48,0.27,I,Instrumental,0
714.59,6.3,IV,Light,1
714.7,60.13,VII,Very Strong,1
714.82,52.94,VII,Very Strong,1
715.1,30.7,VI,Strong,1
718.97,36.24,VI,Strong,1
719.08,25.87,VI,Strong,1
719.19,20.01,V,Moderate,1
719.31,37.79,VI,Strong,1
719.42,11.42,V,Moderate,1
719.55,19.86,V,Moderate,1
719.66,16.74,V,Moderate,1
719.77,35.35,VI,Strong,1
719.88,43.27,VI,Strong,1
719.99,52.22,VII,Very Strong,1
720.11,59.6,VII,Very Strong,1
720.28,45.13,VI,Strong,1
720.4,32.33,VI,Strong,1
720.51,4.35,III,Weak,0
720.63,32.61,VI,Strong,1
720.74,15.24,V,Moderate,1
720.85,9.92,IV,Light,1
720.96,2.31,III,Weak,0
721.08,0.11,I,Instrumental,0
721.2,19.27,V,Moderate,1
721.31,30.67,VI,Strong,1
721.42,16.24,V,Moderate,1
721.54,21.93,V,Moderate,1
721.65,24.78,V,Moderate,1
721.76,31.1,VI,Strong,1
721.87,0.09,I,Instrumental,0
721.99,12.31,V,Moderate,1
722.1,16.08,V,Moderate,1
722.22,3.31,III,Weak,0
722.33,18.6,V,Moderate,1
722.44,39.65,VI,Strong,1
722.55,38.93,VI,Strong,1
722.67,32.42,VI,Strong,1
722.78,51.79,VII,Very Strong,1
722.9,36.04,VI,Strong,1
723.01,7.98,IV,Light,1
723.13,63.19,VII,Very Strong,1
723.23,54.5,VII,Very Strong,1
723.35,3.87,III,Weak,0
723.47,9.13,IV,Light,1
723.58,44.35,VI,Strong,1
723.69,30.88,VI,Strong,1
723.82,13.23,V,Moderate,1
723.93,62.66,VII,Very Strong,1
724.05,33.06,VI,Strong,1
724.16,24.41,V,Moderate,1
724.27,28.48,VI,Strong,1
724.38,4.61,III,Weak,0
724.5,22.26,V,Moderate,1
724.61,16.83,V,Moderate,1
724.72,27.17,VI,Strong,1
724.84,16.41,V,Moderate,1
724.95,23.94,V,Moderate,1
725.06,16.03,V,Moderate,1
725.18,8.88,IV,Light,1
725.29,26.0,VI,Strong,1
725.41,40.93,VI,Strong,1
725.52,34.07,VI,Strong,1
725.63,23.45,V,Moderate,1
725.74,20.55,V,Moderate,1
725.85,10.89,V,Moderate,1
725.96,13.74,V,Moderate,1
726.07,4.84,III,Weak,0
726.19,5.85,IV,Light,1
726.31,18.07,V,Moderate,1
726.42,14.93,V,Moderate,1
726.53,36.55,VI,Strong,1
726.64,4.0,III,Weak,0
726.77,8.17,IV,Light,1
726.88,0.7,I,Instrumental,0
726.99,27.5,VI,Strong,1
727.11,27.81,VI,Strong,1
727.22,16.56,V,Moderate,1
727.33,73.33,VII,Very Strong,1
727.44,43.75,VI,Strong,1
727.56,12.13,V,Moderate,1
727.67,62.08,VII,Very Strong,1
727.78,14.25,V,Moderate,1
727.9,41.74,VI,Strong,1
728.0,29.82,VI,Strong,1
728.12,31.89,VI,Strong,1
728.23,15.68,V,Moderate,1
728.34,14.52,V,Moderate,1
728.46,69.02,VII,Very Strong,1
728.57,76.21,VII,Very Strong,1
728.68,10.4,V,Moderate,1
728.8,85.92,VII,Very Strong,1
728.9,1.67,II,Very Weak,0
729.02,59.42,VII,Very Strong,1
729.14,15.24,V,Moderate,1
729.26,17.26,V,Moderate,1
729.36,39.09,VI,Strong,1
729.48,19.58,V,Moderate,1
729.58,1.42,II,Very Weak,0
729.7,40.27,VI,Strong,1
729.81,42.49,VI,Strong,1
729.92,60.0,VII,Very Strong,1
730.03,5.93,IV,Light,1
730.15,10.42,V,Moderate,1
730.27,24.71,V,Moderate,1
730.38,12.85,V,Moderate,1
730.49,21.46,V,Moderate,1
730.61,39.59,VI,Strong,1
730.72,68.52,VII,Very Strong,1
730.84,80.29,VII,Very Strong,1
730.95,22.07,V,Moderate,1
731.06,7.26,IV,Light,1
731.17,1.39,II,Very Weak,0
731.29,14.38,V,Moderate,1
731.41,37.14,VI,Strong,1
731.52,35.7,VI,Strong,1
731.63,6.2,IV,Light,1
731.74,11.01,V,Moderate,1
731.86,82.03,VII,Very Strong,1
731.97,31.73,VI,Strong,1
732.09,14.87,V,Moderate,1
732.2,14.8,V,Moderate,1
732.31,33.82,VI,Strong,1
732.42,68.7,VII,Very Strong,1
732.54,38.49,VI,Strong,1
732.65,27.44,VI,Strong,1
732.77,13.87,V,Moderate,1
732.88,9.99,IV,Light,1
733.0,29.23,VI,Strong,1
733.11,21.44,V,Moderate,1
733.23,30.79,VI,Strong,1
733.34,26.4,VI,Strong,1
733.44,32.79,VI,Strong,1
733.56,87.72,VII,Very Strong,1
733.67,62.09,VII,Very Strong,1
733.79,0.22,I,Instrumental,0
733.89,0.66,I,Instrumental,0
734.01,12.01,V,Moderate,1
734.12,6.37,IV,Light,1
734.23,17.8,V,Moderate,1
734.34,18.69,V,Moderate,1
734.44,5.53,IV,Light,1
734.56,3.34,III,Weak,0
734.67,3.8,III,Weak,0
734.78,12.1,V,Moderate,1
734.89,2.28,III,Weak,0
735.01,5.08,IV,Light,1
735.11,2.49,III,Weak,0
735.23,7.27,IV,Light,1
735.34,11.84,V,Moderate,1
735.45,14.37,V,Moderate,1
735.56,12.86,V,Moderate,1
735.67,20.63,V,Moderate,1
735.79,1.63,II,Very Weak,0
735.9,11.98,V,Moderate,1
736.01,22.85,V,Moderate,1
736.13,32.37,VI,Strong,1
736.25,39.88,VI,Strong,1
736.36,19.92,V,Moderate,1
736.47,26.43,VI,Strong,1
736.58,16.16,V,Moderate,1
736.69,21.97,V,Moderate,1
736.8,35.62,VI,Strong,1
736.92,7.25,IV,Light,1
737.03,18.64,V,Moderate,1
737.13,6.94,IV,Light,1
737.25,27.64,VI,Strong,1
737.36,41.87,VI,Strong,1
737.47,8.31,IV,Light,1
737.59,54.53,VII,Very Strong,1
737.7,15.67,V,Moderate,1
737.81,8.5,IV,Light,1
737.92,6.05,IV,Light,1
738.04,2.84,III,Weak,0
738.15,10.49,V,Moderate,1
738.27,20.96,V,Moderate,1
738.38,0.44,I,Instrumental,0
738.52,11.64,V,Moderate,1
738.63,12.28,V,Moderate,1
738.75,35.91,VI,Strong,1
738.86,10.62,V,Moderate,1
738.97,10.89,V,Moderate,1
739.08,0.72,I,Instrumental,0
739.2,19.04,V,Moderate,1
739.31,8.42,IV,Light,1
739.42,7.56,IV,Light,1
739.53,4.09,III,Weak,0
739.65,7.09,IV,Light,1
739.76,2.16,III,Weak,0
739.88,22.2,V,Moderate,1
739.99,18.22,V,Moderate,1
740.11,0.92,I,Instrumental,0
740.22,12.13,V,Moderate,1
740.33,23.33,V,Moderate,1
740.44,20.01,V,Moderate,1
740.56,7.53,IV,Light,1
740.67,16.87,V,Moderate,1
740.78,15.56,V,Moderate,1
740.9,14.29,V,Moderate,1
741.01,18.67,V,Moderate,1
741.12,13.42,V,Moderate,1
741.24,25.97,VI,Strong,1
741.35,37.42,VI,Strong,1
741.46,1.26,II,Very Weak,0
741.57,12.99,V,Moderate,1
741.68,3.17,III,Weak,0
741.79,0.72,I,Instrumental,0
741.91,38.22,VI,Strong,1
742.02,17.39,V,Moderate,1
742.14,8.25,IV,Light,1
742.25,83.62,VII,Very Strong,1
742.37,8.14,IV,Light,1
742.48,29.5,VI,Strong,1
742.59,11.69,V,Moderate,1
742.71,44.38,VI,Strong,1
742.83,4.76,III,Weak,0
742.94,26.7,VI,Strong,1
743.05,40.66,VI,Strong,1
743.17,6.67,IV,Light,1
743.28,22.2,V,Moderate,1
743.4,41.28,VI,Strong,1
743.51,12.45,V,Moderate,1
743.62,23.76,V,Moderate,1
743.73,34.61,VI,Strong,1
743.85,25.07,VI,Strong,1
743.95,5.0,III,Weak,0
744.07,14.75,V,Moderate,1
744.18,1.47,II,Very Weak,0
744.3,42.05,VI,Strong,1
744.42,17.63,V,Moderate,1
744.53,45.01,VI,Strong,1
744.64,8.3,IV,Light,1
744.76,13.73,V,Moderate,1
744.87,27.25,VI,Strong,1
744.98,33.65,VI,Strong,1
745.09,8.0,IV,Light,1
745.21,4.09,III,Weak,0
745.32,25.27,VI,Strong,1
745.43,26.07,VI,Strong,1
745.55,37.32,VI,Strong,1
745.66,12.68,V,Moderate,1
745.78,4.56,III,Weak,0
745.89,16.08,V,Moderate,1
746.01,22.24,V,Moderate,1
746.11,10.64,V,Moderate,1
746.22,17.93,V,Moderate,1
746.33,9.27,IV,Light,1
746.44,45.09,VI,Strong,1
746.55,45.03,VI,Strong,1
746.66,33.22,VI,Strong,1
746.78,12.44,V,Moderate,1
746.89,5.38,IV,Light,1
747.0,27.96,VI,Strong,1
747.11,11.6,V,Moderate,1
747.22,10.33,V,Moderate,1
747.33,0.45,I,Instrumental,0
747.44,0.74,I,Instrumental,0
747.55,2.15,III,Weak,0
747.66,0.87,I,Instrumental,0
747.77,0.57,I,Instrumental,0
747.88,20.15,V,Moderate,1
747.99,28.27,VI,Strong,1
748.1,21.17,V,Moderate,1
748.21,18.87,V,Moderate,1
748.32,17.58,V,Moderate,1
748.43,33.5,VI,Strong,1
748.54,9.36,IV,Light,1
748.66,0.83,I,Instrumental,0
748.77,1.61,II,Very Weak,0
748.88,3.89,III,Weak,0
748.99,15.99,V,Moderate,1
749.1,30.74,VI,Strong,1
749.21,19.47,V,Moderate,1
749.32,20.69,V,Moderate,1
749.43,15.66,V,Moderate,1
749.54,35.02,VI,Strong,1
749.65,13.29,V,Moderate,1
749.76,3.54,III,Weak,0
749.87,13.94,V,Moderate,1
749.98,6.09,IV,Light,1
750.09,5.08,IV,Light,1
750.2,13.33,V,Moderate,1
750.31,7.88,IV,Light,1
750.42,10.09,V,Moderate,1
750.53,5.04,IV,Light,1
750.64,8.63,IV,Light,1
750.75,17.67,V,Moderate,1
750.86,18.55,V,Moderate,1
750.97,13.5,V,Moderate,1
751.08,26.01,VI,Strong,1
751.19,35.32,VI,Strong,1
751.31,39.47,VI,Strong,1
751.42,20.38,V,Moderate,1
751.53,20.44,V,Moderate,1
751.65,22.03,V,Moderate,1
751.76,11.96,V,Moderate,1
751.87,3.86,III,Weak,0
751.98,17.63,V,Moderate,1
752.09,19.61,V,Moderate,1
752.2,26.72,VI,Strong,1
752.31,32.72,VI,Strong,1
752.42,27.79,VI,Strong,1
752.53,15.58,V,Moderate,1
752.64,18.21,V,Moderate,1
752.75,24.04,V,Moderate,1
752.85,10.38,V,Moderate,1
752.96,7.81,IV,Light,1
753.08,9.62,IV,Light,1
753.19,34.5,VI,Strong,1
753.3,48.73,VI,Strong,1
753.41,33.24,VI,Strong,1
753.52,48.08,VI,Strong,1
753.63,27.95,VI,Strong,1
753.74,35.14,VI,Strong,1
753.84,35.93,VI,Strong,1
753.95,21.74,V,Moderate,1
754.07,23.59,V,Moderate,1
754.17,7.56,IV,Light,1
754.29,28.9,VI,Strong,1
754.4,32.73,VI,Strong,1
754.51,20.33,V,Moderate,1
754.62,38.05,VI,Strong,1
754.73,33.47,VI,Strong,1
754.84,30.7,VI,Strong,1
754.95,19.22,V,Moderate,1
755.06,14.7,V,Moderate,1
755.17,24.68,V,Moderate,1
755.27,4.4,III,Weak,0
755.38,9.13,IV,Light,1
755.49,21.57,V,Moderate,1
755.6,20.27,V,Moderate,1
755.71,2.25,III,Weak,0
755.83,16.19,V,Moderate,1
755.93,14.31,V,Moderate,1
756.05,15.77,V,Moderate,1
756.15,13.24,V,Moderate,1
756.27,10.48,V,Moderate,1
756.37,4.75,III,Weak,0
756.48,3.16,III,Weak,0
756.59,2.76,III,Weak,0
756.7,10.77,V,Moderate,1
756.81,6.71,IV,Light,1
756.93,9.9,IV,Light,1
757.04,0.39,I,Instrumental,0
757.16,2.98,III,Weak,0
757.27,1.21,II,Very Weak,0
757.38,4.27,III,Weak,0
757.48,0.38,I,Instrumental,0
757.59,0.06,I,Instrumental,0
757.7,1.17,II,Very Weak,0
757.81,0.93,I,Instrumental,0
757.92,0.02,I,Instrumental,0
758.04,0.13,I,Instrumental,0
758.14,0.28,I,Instrumental,0
758.25,0.04,I,Instrumental,0
758.36,1.04,II,Very Weak,0
758.47,0.14,I,Instrumental,0
758.59,1.21,II,Very Weak,0
758.69,0.19,I,Instrumental,0
758.81,0.73,I,Instrumental,0
758.91,0.41,I,Instrumental,0
759.02,2.49,III,Weak,0
759.13,0.27,I,Instrumental,0
759.24,0.56,I,Instrumental,0
759.35,0.8,I,Instrumental,0
759.46,0.24,I,Instrumental,0
759.57,0.69,I,Instrumental,0
759.68,0.68,I,Instrumental,0
759.79,0.71,I,Instrumental,0
759.9,0.6,I,Instrumental,0
760.02,0.08,I,Instrumental,0
760.13,2.14,III,Weak,0
760.24,1.09,II,Very Weak,0
760.35,0.28,I,Instrumental,0
760.46,0.3,I,Instrumental,0
760.57,0.46,I,Instrumental,0
760.68,1.26,II,Very Weak,0
760.79,0.14,I,Instrumental,0
760.9,0.52,I,Instrumental,0
761.01,0.02,I,Instrumental,0
761.12,0.35,I,Instrumental,0
761.23,0.16,I,Instrumental,0
761.33,1.18,II,Very Weak,0
761.44,2.01,III,Weak,0
761.55,0.77,I,Instrumental,0
761.66,0.75,I,Instrumental,0
761.77,0.38,I,Instrumental,0
761.88,0.15,I,Instrumental,0
761.99,0.08,I,Instrumental,0
762.1,0.41,I,Instrumental,0
762.21,0.48,I,Instrumental,0
762.32,0.35,I,Instrumental,0
762.43,0.22,I,Instrumental,0
762.54,2.41,III,Weak,0
762.65,0.22,I,Instrumental,0
762.77,0.7,I,Instrumental,0
762.87,1.98,II,Very Weak,0
762.98,0.06,I,Instrumental,0
763.09,0.15,I,Instrumental,0
763.2,0.78,I,Instrumental,0
763.31,0.25,I,Instrumental,0
763.42,1.08,II,Very Weak,0
763.53,1.15,II,Very Weak,0
763.65,0.65,I,Instrumental,0
763.76,0.27,I,Instrumental,0
763.87,0.01,I,Instrumental,0
763.97,1.72,II,Very Weak,0
764.09,0.12,I,Instrumental,0
764.2,0.49,I,Instrumental,0
764.31,0.57,I,Instrumental,0
764.42,0.53,I,Instrumental,0
764.53,0.91,I,Instrumental,0
764.64,0.35,I,Instrumental,0
764.75,0.44,I,Instrumental,0
764.86,0.48,I,Instrumental,0
764.97,0.01,I,Instrumental,0
765.07,0.35,I,Instrumental,0
765.18,0.32,I,Instrumental,0
765.29,0.27,I,Instrumental,0
765.4,0.53,I,Instrumental,0
765.52,0.39,I,Instrumental,0
765.63,0.59,I,Instrumental,0
765.73,0.67,I,Instrumental,0
765.84,0.06,I,Instrumental,0
765.95,0.92,I,Instrumental,0
766.07,0.26,I,Instrumental,0
766.17,0.35,I,Instrumental,0
766.29,0.18,I,Instrumental,0
766.4,0.43,I,Instrumental,0
766.51,0.18,I,Instrumental,0
766.62,0.29,I,Instrumental,0
766.72,0.19,I,Instrumental,0
766.83,1.82,II,Very Weak,0
766.94,0.47,I,Instrumental,0
767.05,0.65,I,Instrumental,0
767.16,1.18,II,Very Weak,0
767.27,0.42,I,Instrumental,0
767.38,0.07,I,Instrumental,0
767.49,0.43,I,Instrumental,0
767.6,0.77,I,Instrumental,0
767.71,0.61,I,Instrumental,0
767.82,0.13,I,Instrumental,0
767.93,0.9,I,Instrumental,0
768.08,0.57,I,Instrumental,0
768.19,0.57,I,Instrumental,0
768.3,1.5,II,Very Weak,0
768.41,0.25,I,Instrumental,0
768.53,0.12,I,Instrumental,0
768.63,0.69,I,Instrumental,0
768.75,0.62,I,Instrumental,0
768.85,1.25,II,Very Weak,0
768.96,0.6,I,Instrumental,0
769.08,0.36,I,Instrumental,0
769.18,0.02,I,Instrumental,0
769.29,0.02,I,Instrumental,0
769.4,1.24,II,Very Weak,0
769.52,0.15,I,Instrumental,0
769.62,0.22,I,Instrumental,0
769.74,0.06,I,Instrumental,0
769.84,0.58,I,Instrumental,0
769.95,0.52,I,Instrumental,0
770.06,0.23,I,Instrumental,0
770.16,0.17,I,Instrumental,0
770.28,0.36,I,Instrumental,0
770.39,0.21,I,Instrumental,0
770.5,0.1,I,Instrumental,0
770.61,0.06,I,Instrumental,0
770.72,0.12,I,Instrumental,0
770.83,0.02,I,Instrumental,0
770.93,0.21,I,Instrumental,0
771.05,0.5,I,Instrumental,0
771.15,0.2,I,Instrumental,0
771.27,0.23,I,Instrumental,0
771.37,0.01,I,Instrumental,0
771.48,1.37,II,Very Weak,0
771.59,0.21,I,Instrumental,0
771.7,0.3,I,Instrumental,0
771.81,0.47,I,Instrumental,0
771.92,0.32,I,Instrumental,0
772.03,0.47,I,Instrumental,0
772.15,0.2,I,Instrumental,0
772.26,0.3,I,Instrumental,0
772.37,0.38,I,Instrumental,0
772.48,0.08,I,Instrumental,0
772.59,0.84,I,Instrumental,0
772.7,0.46,I,Instrumental,0
772.81,0.23,I,Instrumental,0
772.92,0.28,I,Instrumental,0
773.03,0.64,I,Instrumental,0
773.14,0.18,I,Instrumental,0
773.26,0.07,I,Instrumental,0
773.36,0.43,I,Instrumental,0
773.48,0.78,I,Instrumental,0
773.59,0.32,I,Instrumental,0
773.69,0.2,I,Instrumental,0
773.81,0.51,I,Instrumental,0
773.92,0.63,I,Instrumental,0
774.03,0.87,I,Instrumental,0
774.14,1.05,II,Very Weak,0
774.25,0.8,I,Instrumental,0
774.36,0.34,I,Instrumental,0
774.47,0.61,I,Instrumental,0
774.59,0.24,I,Instrumental,0
774.7,0.31,I,Instrumental,0
774.81,0.24,I,Instrumental,0
774.92,0.06,I,Instrumental,0
775.04,0.71,I,Instrumental,0
775.15,0.77,I,Instrumental,0
775.26,0.35,I,Instrumental,0
775.38,0.59,I,Instrumental,0
775.48,0.66,I,Instrumental,0
775.6,0.27,I,Instrumental,0
775.7,0.31,I,Instrumental,0
775.82,0.6,I,Instrumental,0
775.92,0.03,I,Instrumental,0
776.04,0.01,I,Instrumental,0
776.15,0.36,I,Instrumental,0
776.26,0.15,I,Instrumental,0
776.37,0.05,I,Instrumental,0
776.47,0.17,I,Instrumental,0
776.58,0.37,I,Instrumental,0
776.69,0.59,I,Instrumental,0
776.81,0.6,I,Instrumental,0
776.92,0.33,I,Instrumental,0
777.03,0.31,I,Instrumental,0
777.15,0.22,I,Instrumental,0
777.26,0.64,I,Instrumental,0
777.37,0.46,I,Instrumental,0
777.48,0.15,I,Instrumental,0
777.59,0.04,I,Instrumental,0
777.7,0.61,I,Instrumental,0
777.81,0.17,I,Instrumental,0
777.91,0.26,I,Instrumental,0
778.02,0.6,I,Instrumental,0
778.13,0.5,I,Instrumental,0
778.24,0.74,I,Instrumental,0
778.35,1.12,II,Very Weak,0
778.46,0.1,I,Instrumental,0
778.57,0.29,I,Instrumental,0
778.68,0.21,I,Instrumental,0
778.79,0.15,I,Instrumental,0
778.9,0.26,I,Instrumental,0
779.02,0.13,I,Instrumental,0
779.13,0.07,I,Instrumental,0
779.23,0.24,I,Instrumental,0
779.34,0.42,I,Instrumental,0
779.45,0.54,I,Instrumental,0
779.56,0.22,I,Instrumental,0
779.67,0.29,I,Instrumental,0
779.78,0.47,I,Instrumental,0
779.89,0.17,I,Instrumental,0
780.0,0.48,I,Instrumental,0
780.11,0.64,I,Instrumental,0
780.22,0.28,I,Instrumental,0
780.33,0.58,I,Instrumental,0
780.44,0.93,I,Instrumental,0
780.55,0.69,I,Instrumental,0
780.66,0.84,I,Instrumental,0
780.77,0.4,I,Instrumental,0
780.88,0.06,I,Instrumental,0
780.99,0.38,I,Instrumental,0
781.1,0.5,I,Instrumental,0
781.21,1.01,II,Very Weak,0
781.32,0.35,I,Instrumental,0
781.43,0.14,I,Instrumental,0
781.54,0.25,I,Instrumental,0
781.65,0.66,I,Instrumental,0
781.76,0.28,I,Instrumental,0
781.87,0.37,I,Instrumental,0
781.99,0.51,I,Instrumental,0
782.09,0.13,I,Instrumental,0
782.2,1.04,II,Very Weak,0
782.31,0.83,I,Instrumental,0
782.42,0.18,I,Instrumental,0
782.54,0.57,I,Instrumental,0
782.65,0.17,I,Instrumental,0
782.76,0.98,I,Instrumental,0
782.86,0.57,I,Instrumental,0
782.97,0.1,I,Instrumental,0
783.09,0.48,I,Instrumental,0
783.19,0.48,I,Instrumental,0
783.31,0.11,I,Instrumental,0
783.42,0.86,I,Instrumental,0
783.53,0.26,I,Instrumental,0
783.64,0.26,I,Instrumental,0
783.76,0.76,I,Instrumental,0
783.86,0.1,I,Instrumental,0
783.97,0.41,I,Instrumental,0
784.08,0.03,I,Instrumental,0
784.19,0.29,I,Instrumental,0
784.31,0.67,I,Instrumental,0
784.42,1.26,II,Very Weak,0
784.53,0.73,I,Instrumental,0
784.64,0.25,I,Instrumental,0
784.75,0.44,I,Instrumental,0
784.86,1.16,II,Very Weak,0
784.97,0.4,I,Instrumental,0
785.08,0.28,I,Instrumental,0
785.19,0.35,I,Instrumental,0
785.3,0.96,I,Instrumental,0
785.41,1.16,II,Very Weak,0
785.53,0.21,I,Instrumental,0
785.64,0.08,I,Instrumental,0
785.75,0.26,I,Instrumental,0
785.86,0.75,I,Instrumental,0
785.97,2.11,III,Weak,0
786.08,0.44,I,Instrumental,0
786.19,0.29,I,Instrumental,0
786.3,0.2,I,Instrumental,0
786.42,1.09,II,Very Weak,0
786.53,0.05,I,Instrumental,0
786.64,1.0,II,Very Weak,0
786.75,0.23,I,Instrumental,0
786.86,0.12,I,Instrumental,0
786.97,0.07,I,Instrumental,0
787.08,0.18,I,Instrumental,0
787.19,0.36,I,Instrumental,0
787.3,0.12,I,Instrumental,0
787.41,0.01,I,Instrumental,0
787.52,0.17,I,Instrumental,0
787.63,1.53,II,Very Weak,0
787.74,0.25,I,Instrumental,0
787.85,0.72,I,Instrumental,0
787.95,0.53,I,Instrumental,0
788.07,0.34,I,Instrumental,0
788.18,0.27,I,Instrumental,0
788.3,1.26,II,Very Weak,0
788.4,0.43,I,Instrumental,0
788.52,0.07,I,Instrumental,0
788.63,0.29,I,Instrumental,0
788.74,1.68,II,Very Weak,0
788.85,0.01,I,Instrumental,0
788.96,1.73,II,Very Weak,0
789.06,0.69,I,Instrumental,0
789.17,0.12,I,Instrumental,0
789.28,0.06,I,Instrumental,0
789.39,0.67,I,Instrumental,0
789.5,0.34,I,Instrumental,0
789.61,0.26,I,Instrumental,0
789.72,0.2,I,Instrumental,0
789.83,0.3,I,Instrumental,0
789.94,0.73,I,Instrumental,0
790.05,0.6,I,Instrumental,0
790.16,0.16,I,Instrumental,0
790.27,0.39,I,Instrumental,0
790.38,0.5,I,Instrumental,0
790.49,0.41,I,Instrumental,0
790.6,0.39,I,Instrumental,0
790.7,0.9,I,Instrumental,0
790.82,0.37,I,Instrumental,0
790.93,0.51,I,Instrumental,0
791.04,0.22,I,Instrumental,0
791.15,1.18,II,Very Weak,0
791.26,3.36,III,Weak,0
791.37,7.93,IV,Light,1
791.48,5.84,IV,Light,1
791.59,2.79,III,Weak,0
791.7,4.54,III,Weak,0
791.81,4.14,III,Weak,0
791.92,1.47,II,Very Weak,0
792.03,4.51,III,Weak,0
792.14,3.68,III,Weak,0
792.24,5.44,IV,Light,1
792.36,9.05,IV,Light,1
792.47,23.84,V,Moderate,1
792.58,2.72,III,Weak,0
792.68,10.54,V,Moderate,1
792.8,3.95,III,Weak,0
792.91,1.21,II,Very Weak,0
793.02,5.55,IV,Light,1
793.13,3.21,III,Weak,0
793.24,21.58,V,Moderate,1
793.36,7.01,IV,Light,1
793.47,56.41,VII,Very Strong,1
793.58,34.09,VI,Strong,1
793.69,23.41,V,Moderate,1
793.8,17.67,V,Moderate,1
793.91,3.37,III,Weak,0
794.03,8.95,IV,Light,1
794.14,77.81,VII,Very Strong,1
794.25,36.83,VI,Strong,1
794.36,29.7,VI,Strong,1
794.48,23.98,V,Moderate,1
794.59,83.11,VII,Very Strong,1
794.71,53.86,VII,Very Strong,1
794.82,28.68,VI,Strong,1
794.93,10.05,V,Moderate,1
795.05,37.58,VI,Strong,1
795.16,60.65,VII,Very Strong,1
795.28,30.58,VI,Strong,1
795.39,15.77,V,Moderate,1
795.5,37.15,VI,Strong,1
795.61,31.67,VI,Strong,1
795.73,39.95,VI,Strong,1
795.84,10.62,V,Moderate,1
795.94,23.69,V,Moderate,1
796.06,2.8,III,Weak,0
796.17,22.19,V,Moderate,1
796.28,39.93,VI,Strong,1
796.39,50.13,VII,Very Strong,1
796.51,54.76,VII,Very Strong,1
796.62,50.33,VII,Very Strong,1
796.73,13.73,V,Moderate,1
796.85,0.05,I,Instrumental,0
796.96,15.38,V,Moderate,1
797.08,7.42,IV,Light,1
797.19,83.93,VII,Very Strong,1
797.3,20.88,V,Moderate,1
797.43,19.05,V,Moderate,1
797.54,8.1,IV,Light,1
797.66,26.13,VI,Strong,1
797.77,2.31,III,Weak,0
797.88,16.49,V,Moderate,1
797.99,9.83,IV,Light,1
798.1,24.23,V,Moderate,1
798.21,23.29,V,Moderate,1
798.33,75.8,VII,Very Strong,1
798.44,26.18,VI,Strong,1
798.56,6.75,IV,Light,1
798.67,37.7,VI,Strong,1
798.78,17.2,V,Moderate,1
798.89,34.4,VI,Strong,1
