time_s,pga_gal,mmi,category,vibration_detected
223.79,10.8,V,Moderate,1
223.91,4.36,III,Weak,0
224.02,2.34,III,Weak,0
224.13,7.83,IV,Light,1
224.24,7.16,IV,Light,1
224.35,1.68,II,Very Weak,0
224.46,6.75,IV,Light,1
224.57,18.72,V,Moderate,1
224.68,3.88,III,Weak,0
224.79,15.61,V,Moderate,1
224.9,11.71,V,Moderate,1
225.01,4.91,III,Weak,0
225.12,7.43,IV,Light,1
225.24,8.01,IV,Light,1
225.36,2.0,II,Very Weak,0
225.47,14.98,V,Moderate,1
225.58,10.62,V,Moderate,1
225.69,17.95,V,Moderate,1
225.81,12.4,V,Moderate,1
225.93,4.61,III,Weak,0
226.04,8.36,IV,Light,1
226.15,3.45,III,Weak,0
226.26,6.53,IV,Light,1
226.37,11.74,V,Moderate,1
226.48,2.99,III,Weak,0
226.61,0.62,I,Instrumental,0
226.72,3.47,III,Weak,0
226.84,2.27,III,Weak,0
226.95,10.14,V,Moderate,1
227.05,4.77,III,Weak,0
227.16,5.77,IV,Light,1
227.27,1.93,II,Very Weak,0
227.38,6.6,IV,Light,1
227.5,16.37,V,Moderate,1
227.62,14.13,V,Moderate,1
227.73,10.5,V,Moderate,1
227.85,11.78,V,Moderate,1
227.97,1.35,II,Very Weak,0
228.09,1.83,II,Very Weak,0
228.21,2.88,III,Weak,0
228.33,7.98,IV,Light,1
228.44,2.08,III,Weak,0
228.55,8.66,IV,Light,1
228.68,0.2,I,Instrumental,0
228.79,6.87,IV,Light,1
228.9,3.22,III,Weak,0
229.01,16.31,V,Moderate,1
229.13,13.79,V,Moderate,1
229.24,3.46,III,Weak,0
229.35,3.14,III,Weak,0
229.47,12.11,V,Moderate,1
229.58,5.1,IV,Light,1
229.69,7.53,IV,Light,1
229.81,8.9,IV,Light,1
229.91,2.35,III,Weak,0
230.04,10.1,V,Moderate,1
230.15,2.25,III,Weak,0
230.26,11.42,V,Moderate,1
230.37,4.14,III,Weak,0
230.48,3.22,III,Weak,0
230.59,10.3,V,Moderate,1
230.7,2.16,III,Weak,0
230.81,4.5,III,Weak,0
230.92,6.76,IV,Light,1
231.03,3.58,III,Weak,0
231.15,4.65,III,Weak,0
231.26,0.53,I,Instrumental,0
231.37,7.29,IV,Light,1
231.49,6.65,IV,Light,1
231.59,4.0,III,Weak,0
231.71,16.29,V,Moderate,1
231.82,18.85,V,Moderate,1
231.93,12.7,V,Moderate,1
232.05,0.55,I,Instrumental,0
232.16,12.65,V,Moderate,1
232.27,17.65,V,Moderate,1
232.38,17.58,V,Moderate,1
232.49,1.49,II,Very Weak,0
232.61,4.03,III,Weak,0
232.72,1.55,II,Very Weak,0
3.24,0.0,I,Instrumental,0
3.37,111.78,VIII,Severe,1
3.48,31.41,VI,Strong,1
3.59,257.1,IX+,Extreme,1
3.7,1.67,II,Very Weak,0
3.84,61.68,VII,Very Strong,1
3.96,47.81,VI,Strong,1
4.08,53.2,VII,Very Strong,1
4.19,25.52,VI,Strong,1
4.31,37.81,VI,Strong,1
4.44,8.85,IV,Light,1
4.55,28.46,VI,Strong,1
4.66,29.37,VI,Strong,1
4.77,110.47,VIII,Severe,1
4.89,68.9,VII,Very Strong,1
5.0,42.76,VI,Strong,1
5.11,17.92,V,Moderate,1
5.23,77.42,VII,Very Strong,1
5.34,0.32,I,Instrumental,0
5.45,9.99,IV,Light,1
5.56,23.6,V,Moderate,1
5.67,6.52,IV,Light,1
5.78,10.07,V,Moderate,1
5.89,15.72,V,Moderate,1
6.0,23.32,V,Moderate,1
6.11,34.91,VI,Strong,1
6.22,11.2,V,Moderate,1
6.33,79.25,VII,Very Strong,1
6.44,9.23,IV,Light,1
6.54,1.92,II,Very Weak,0
6.65,22.74,V,Moderate,1
6.76,6.1,IV,Light,1
6.87,8.48,IV,Light,1
6.98,0.39,I,Instrumental,0
7.09,1.8,II,Very Weak,0
7.2,0.91,I,Instrumental,0
7.31,4.12,III,Weak,0
7.41,0.41,I,Instrumental,0
7.53,4.11,III,Weak,0
7.64,6.53,IV,Light,1
7.75,8.45,IV,Light,1
7.86,7.89,IV,Light,1
7.97,15.34,V,Moderate,1
8.08,21.11,V,Moderate,1
8.2,7.62,IV,Light,1
8.35,22.48,V,Moderate,1
8.46,11.29,V,Moderate,1
8.57,1.78,II,Very Weak,0
315.71,5.13,IV,Light,1
315.82,10.05,V,Moderate,1
315.96,1.44,II,Very Weak,0
316.08,5.48,IV,Light,1
316.21,20.07,V,Moderate,1
316.33,2.68,III,Weak,0
316.44,8.23,IV,Light,1
316.55,8.3,IV,Light,1
316.68,41.9,VI,Strong,1
316.79,28.6,VI,Strong,1
316.9,5.15,IV,Light,1
317.01,45.58,VI,Strong,1
317.12,50.31,VII,Very Strong,1
317.23,7.77,IV,Light,1
317.35,5.16,IV,Light,1
317.47,1.7,II,Very Weak,0
317.57,5.47,IV,Light,1
317.69,32.25,VI,Strong,1
317.8,2.5,III,Weak,0
317.91,9.96,IV,Light,1
318.03,9.71,IV,Light,1
318.14,42.87,VI,Strong,1
318.27,69.33,VII,Very Strong,1
318.38,16.62,V,Moderate,1
318.49,7.73,IV,Light,1
318.61,32.65,VI,Strong,1
318.72,0.67,I,Instrumental,0
318.83,18.64,V,Moderate,1
318.94,27.73,VI,Strong,1
319.05,16.71,V,Moderate,1
319.16,4.74,III,Weak,0
319.27,0.07,I,Instrumental,0
319.37,24.44,V,Moderate,1
319.48,13.01,V,Moderate,1
319.59,7.0,IV,Light,1
319.71,13.71,V,Moderate,1
319.81,5.95,IV,Light,1
319.92,0.96,I,Instrumental,0
320.04,1.27,II,Very Weak,0
320.15,3.22,III,Weak,0
320.26,1.89,II,Very Weak,0
320.37,0.13,I,Instrumental,0
320.47,0.83,I,Instrumental,0
320.58,0.56,I,Instrumental,0
320.7,0.87,I,Instrumental,0
320.81,1.38,II,Very Weak,0
320.92,0.81,I,Instrumental,0
321.03,3.19,III,Weak,0
321.14,3.01,III,Weak,0
321.25,0.59,I,Instrumental,0
321.36,8.98,IV,Light,1
321.48,12.53,V,Moderate,1
321.58,12.93,V,Moderate,1
321.7,19.35,V,Moderate,1
321.81,40.27,VI,Strong,1
321.92,9.23,IV,Light,1
322.04,63.34,VII,Very Strong,1
322.15,34.17,VI,Strong,1
322.26,12.99,V,Moderate,1
322.37,18.51,V,Moderate,1
322.48,2.36,III,Weak,0
322.59,12.48,V,Moderate,1
322.7,16.63,V,Moderate,1
322.81,17.49,V,Moderate,1
322.92,41.89,VI,Strong,1
323.03,8.88,IV,Light,1
323.14,64.04,VII,Very Strong,1
323.26,38.01,VI,Strong,1
323.37,17.3,V,Moderate,1
323.48,19.24,V,Moderate,1
323.59,7.76,IV,Light,1
323.7,0.12,I,Instrumental,0
323.81,4.14,III,Weak,0
323.92,2.77,III,Weak,0
324.03,1.2,II,Very Weak,0
324.14,0.54,I,Instrumental,0
324.25,0.19,I,Instrumental,0
324.36,1.0,I,Instrumental,0
324.47,0.36,I,Instrumental,0
324.58,0.87,I,Instrumental,0
324.69,1.92,II,Very Weak,0
324.8,6.09,IV,Light,1
324.91,3.28,III,Weak,0
325.02,2.32,III,Weak,0
325.13,5.84,IV,Light,1
325.24,8.54,IV,Light,1
325.35,7.73,IV,Light,1
325.46,3.13,III,Weak,0
325.56,22.04,V,Moderate,1
325.67,9.29,IV,Light,1
325.79,6.43,IV,Light,1
325.89,1.16,II,Very Weak,0
326.0,7.17,IV,Light,1
326.12,2.56,III,Weak,0
326.22,12.76,V,Moderate,1
326.34,16.52,V,Moderate,1
326.45,22.27,V,Moderate,1
326.55,17.67,V,Moderate,1
326.66,29.03,VI,Strong,1
326.77,8.8,IV,Light,1
326.88,10.47,V,Moderate,1
326.99,7.62,IV,Light,1
327.1,2.82,III,Weak,0
327.21,8.51,IV,Light,1
327.32,2.86,III,Weak,0
327.43,6.32,IV,Light,1
327.53,12.62,V,Moderate,1
327.64,13.37,V,Moderate,1
327.75,5.8,IV,Light,1
327.87,3.66,III,Weak,0
327.98,3.61,III,Weak,0
328.09,15.4,V,Moderate,1
328.19,8.16,IV,Light,1
328.31,6.7,IV,Light,1
328.42,8.11,IV,Light,1
328.54,1.83,II,Very Weak,0
328.65,0.18,I,Instrumental,0
328.76,1.01,II,Very Weak,0
328.87,0.34,I,Instrumental,0
328.98,2.1,III,Weak,0
329.09,0.15,I,Instrumental,0
329.2,0.42,I,Instrumental,0
329.31,0.57,I,Instrumental,0
329.42,0.24,I,Instrumental,0
329.53,0.04,I,Instrumental,0
329.64,0.44,I,Instrumental,0
329.75,0.4,I,Instrumental,0
329.86,0.06,I,Instrumental,0
329.97,0.25,I,Instrumental,0
330.08,0.32,I,Instrumental,0
330.18,0.48,I,Instrumental,0
330.3,0.24,I,Instrumental,0
330.41,0.08,I,Instrumental,0
330.52,0.18,I,Instrumental,0
330.63,0.12,I,Instrumental,0
330.74,0.05,I,Instrumental,0
330.86,0.16,I,Instrumental,0
330.97,0.3,I,Instrumental,0
331.07,0.07,I,Instrumental,0
331.18,0.15,I,Instrumental,0
331.29,0.9,I,Instrumental,0
331.4,0.41,I,Instrumental,0
331.51,0.08,I,Instrumental,0
331.62,1.87,II,Very Weak,0
331.72,6.68,IV,Light,1
331.83,2.91,III,Weak,0
331.94,2.2,III,Weak,0
332.05,15.33,V,Moderate,1
332.17,13.4,V,Moderate,1
332.28,7.87,IV,Light,1
332.39,1.87,II,Very Weak,0
332.5,2.23,III,Weak,0
332.61,13.93,V,Moderate,1
332.71,14.9,V,Moderate,1
332.83,6.04,IV,Light,1
332.94,2.35,III,Weak,0
333.05,2.3,III,Weak,0
333.15,16.1,V,Moderate,1
333.27,14.72,V,Moderate,1
333.38,5.59,IV,Light,1
333.49,4.81,III,Weak,0
333.6,4.71,III,Weak,0
333.71,15.87,V,Moderate,1
333.82,12.67,V,Moderate,1
333.93,2.06,III,Weak,0
334.04,6.96,IV,Light,1
334.15,17.24,V,Moderate,1
334.27,11.37,V,Moderate,1
334.38,13.78,V,Moderate,1
334.49,9.9,IV,Light,1
334.6,2.5,III,Weak,0
334.71,0.45,I,Instrumental,0
334.82,4.45,III,Weak,0
334.93,23.64,V,Moderate,1
335.04,5.63,IV,Light,1
335.15,32.66,VI,Strong,1
335.27,21.28,V,Moderate,1
335.38,52.06,VII,Very Strong,1
335.49,56.84,VII,Very Strong,1
335.6,6.78,IV,Light,1
335.71,17.59,V,Moderate,1
335.83,64.45,VII,Very Strong,1
335.94,7.42,IV,Light,1
336.05,7.27,IV,Light,1
336.16,10.42,V,Moderate,1
336.28,45.83,VI,Strong,1
336.39,8.14,IV,Light,1
336.5,24.48,V,Moderate,1
336.61,27.58,VI,Strong,1
336.73,7.8,IV,Light,1
336.84,33.6,VI,Strong,1
336.95,100.88,VIII,Severe,1
337.07,9.86,IV,Light,1
337.18,20.3,V,Moderate,1
337.29,19.88,V,Moderate,1
337.4,43.73,VI,Strong,1
337.52,14.48,V,Moderate,1
337.63,55.23,VII,Very Strong,1
337.75,23.55,V,Moderate,1
337.86,32.84,VI,Strong,1
337.96,56.94,VII,Very Strong,1
338.08,60.05,VII,Very Strong,1
338.19,1.99,II,Very Weak,0
338.31,102.09,VIII,Severe,1
338.42,74.51,VII,Very Strong,1
338.53,107.01,VIII,Severe,1
338.84,6.58,IV,Light,1
339.21,48.08,VI,Strong,1
344.28,30.43,VI,Strong,1
344.52,23.06,V,Moderate,1
344.63,12.35,V,Moderate,1
344.75,24.99,V,Moderate,1
344.86,15.27,V,Moderate,1
344.97,117.11,VIII,Severe,1
345.08,44.45,VI,Strong,1
345.19,64.24,VII,Very Strong,1
345.31,3.2,III,Weak,0
345.44,35.74,VI,Strong,1
345.55,29.42,VI,Strong,1
345.67,4.41,III,Weak,0
345.79,10.17,V,Moderate,1
345.9,1.64,II,Very Weak,0
346.01,5.63,IV,Light,1
346.13,3.76,III,Weak,0
346.24,83.0,VII,Very Strong,1
346.35,26.05,VI,Strong,1
346.46,14.42,V,Moderate,1
346.57,54.61,VII,Very Strong,1
346.69,0.91,I,Instrumental,0
346.8,60.03,VII,Very Strong,1
346.92,5.4,IV,Light,1
347.04,15.17,V,Moderate,1
347.15,2.38,III,Weak,0
347.26,6.04,IV,Light,1
347.38,80.76,VII,Very Strong,1
347.49,18.36,V,Moderate,1
347.6,0.66,I,Instrumental,0
347.72,6.77,IV,Light,1
347.84,26.92,VI,Strong,1
347.96,67.03,VII,Very Strong,1
348.07,27.14,VI,Strong,1
348.18,16.96,V,Moderate,1
348.29,2.63,III,Weak,0
348.41,5.37,IV,Light,1
348.52,6.63,IV,Light,1
348.63,25.24,VI,Strong,1
348.74,34.58,VI,Strong,1
348.85,54.67,VII,Very Strong,1
348.96,34.42,VI,Strong,1
349.07,1.69,II,Very Weak,0
349.18,16.8,V,Moderate,1
349.29,2.03,III,Weak,0
349.4,6.29,IV,Light,1
349.51,18.05,V,Moderate,1
349.62,4.22,III,Weak,0
349.73,23.93,V,Moderate,1
349.84,23.34,V,Moderate,1
349.95,2.94,III,Weak,0
350.06,2.86,III,Weak,0
350.17,4.36,III,Weak,0
350.28,4.37,III,Weak,0
350.4,3.31,III,Weak,0
350.51,3.78,III,Weak,0
350.62,28.71,VI,Strong,1
350.74,5.9,IV,Light,1
350.85,7.86,IV,Light,1
350.97,4.17,III,Weak,0
351.08,8.57,IV,Light,1
351.19,34.02,VI,Strong,1
351.31,15.63,V,Moderate,1
351.42,16.32,V,Moderate,1
351.53,18.94,V,Moderate,1
351.64,6.21,IV,Light,1
351.75,16.8,V,Moderate,1
351.87,10.68,V,Moderate,1
351.98,33.33,VI,Strong,1
352.1,59.91,VII,Very Strong,1
352.21,31.69,VI,Strong,1
352.32,14.85,V,Moderate,1
352.43,8.38,IV,Light,1
352.55,5.15,IV,Light,1
352.66,34.56,VI,Strong,1
352.77,19.15,V,Moderate,1
352.88,9.7,IV,Light,1
352.99,8.48,IV,Light,1
353.1,53.08,VII,Very Strong,1
353.22,117.5,VIII,Severe,1
353.33,62.77,VII,Very Strong,1
353.44,55.46,VII,Very Strong,1
353.55,42.66,VI,Strong,1
353.66,2.82,III,Weak,0
353.76,40.23,VI,Strong,1
353.88,21.59,V,Moderate,1
353.98,22.51,V,Moderate,1
354.1,5.73,IV,Light,1
354.21,47.75,VI,Strong,1
354.32,57.83,VII,Very Strong,1
354.43,27.87,VI,Strong,1
354.55,38.44,VI,Strong,1
354.65,46.97,VI,Strong,1
354.76,18.42,V,Moderate,1
354.87,20.24,V,Moderate,1
354.98,45.96,VI,Strong,1
355.1,47.99,VI,Strong,1
355.21,0.99,I,Instrumental,0
355.32,14.55,V,Moderate,1
355.43,10.37,V,Moderate,1
355.54,1.54,II,Very Weak,0
355.65,4.18,III,Weak,0
355.76,2.12,III,Weak,0
355.88,7.44,IV,Light,1
355.99,18.86,V,Moderate,1
356.11,18.77,V,Moderate,1
356.23,2.07,III,Weak,0
356.34,9.38,IV,Light,1
356.45,24.55,V,Moderate,1
356.57,2.75,III,Weak,0
356.68,0.57,I,Instrumental,0
356.79,29.54,VI,Strong,1
356.91,43.58,VI,Strong,1
357.01,12.52,V,Moderate,1
357.13,17.7,V,Moderate,1
357.24,52.29,VII,Very Strong,1
357.36,34.7,VI,Strong,1
357.47,11.01,V,Moderate,1
357.58,33.79,VI,Strong,1
357.69,14.81,V,Moderate,1
357.81,11.4,V,Moderate,1
357.92,17.28,V,Moderate,1
358.03,77.53,VII,Very Strong,1
358.14,33.83,VI,Strong,1
358.26,10.99,V,Moderate,1
358.37,40.77,VI,Strong,1
358.49,12.12,V,Moderate,1
358.6,39.99,VI,Strong,1
358.71,6.91,IV,Light,1
358.83,31.75,VI,Strong,1
358.94,19.71,V,Moderate,1
359.04,11.86,V,Moderate,1
359.16,39.62,VI,Strong,1
359.27,10.89,V,Moderate,1
359.38,22.42,V,Moderate,1
359.49,11.7,V,Moderate,1
359.6,13.31,V,Moderate,1
359.71,31.21,VI,Strong,1
359.82,0.44,I,Instrumental,0
359.93,23.3,V,Moderate,1
360.04,29.33,VI,Strong,1
360.15,5.13,IV,Light,1
360.26,1.67,II,Very Weak,0
360.38,2.92,III,Weak,0
360.49,4.43,III,Weak,0
360.61,2.75,III,Weak,0
360.71,0.41,I,Instrumental,0
360.83,13.03,V,Moderate,1
360.94,12.34,V,Moderate,1
361.06,12.77,V,Moderate,1
361.17,24.57,V,Moderate,1
361.28,12.67,V,Moderate,1
361.4,16.3,V,Moderate,1
361.51,20.25,V,Moderate,1
361.62,3.75,III,Weak,0
361.74,12.81,V,Moderate,1
361.85,27.08,VI,Strong,1
361.97,0.03,I,Instrumental,0
362.08,0.43,I,Instrumental,0
362.2,19.09,V,Moderate,1
362.31,51.29,VII,Very Strong,1
362.43,66.11,VII,Very Strong,1
362.54,4.96,III,Weak,0
362.69,43.77,VI,Strong,1
362.81,19.23,V,Moderate,1
362.93,15.45,V,Moderate,1
363.04,38.73,VI,Strong,1
363.16,35.71,VI,Strong,1
363.27,11.01,V,Moderate,1
363.39,42.4,VI,Strong,1
363.5,46.58,VI,Strong,1
363.61,54.64,VII,Very Strong,1
363.72,49.98,VI,Strong,1
363.84,72.76,VII,Very Strong,1
363.95,15.5,V,Moderate,1
364.07,23.68,V,Moderate,1
364.18,27.0,VI,Strong,1
364.29,17.45,V,Moderate,1
364.4,12.74,V,Moderate,1
364.51,27.94,VI,Strong,1
364.62,32.94,VI,Strong,1
364.73,74.04,VII,Very Strong,1
364.84,31.8,VI,Strong,1
364.95,56.73,VII,Very Strong,1
365.07,39.33,VI,Strong,1
365.18,43.87,VI,Strong,1
365.29,10.43,V,Moderate,1
365.41,20.8,V,Moderate,1
365.52,22.14,V,Moderate,1
365.64,19.49,V,Moderate,1
365.75,12.63,V,Moderate,1
365.87,84.78,VII,Very Strong,1
365.98,17.03,V,Moderate,1
366.1,19.35,V,Moderate,1
366.21,44.64,VI,Strong,1
366.32,36.75,VI,Strong,1
366.43,30.58,VI,Strong,1
366.55,6.79,IV,Light,1
366.66,59.28,VII,Very Strong,1
366.77,8.8,IV,Light,1
366.88,23.74,V,Moderate,1
366.99,0.89,I,Instrumental,0
367.1,3.92,III,Weak,0
367.21,17.59,V,Moderate,1
367.32,20.39,V,Moderate,1
367.44,19.06,V,Moderate,1
367.55,38.58,VI,Strong,1
367.67,14.76,V,Moderate,1
367.78,22.54,V,Moderate,1
367.89,11.27,V,Moderate,1
368.0,0.77,I,Instrumental,0
368.11,14.62,V,Moderate,1
368.22,29.59,VI,Strong,1
368.33,0.84,I,Instrumental,0
368.44,1.74,II,Very Weak,0
368.56,22.03,V,Moderate,1
368.67,14.88,V,Moderate,1
368.79,0.51,I,Instrumental,0
368.9,15.83,V,Moderate,1
369.01,7.44,IV,Light,1
369.12,0.87,I,Instrumental,0
369.24,36.12,VI,Strong,1
369.35,16.29,V,Moderate,1
369.46,31.12,VI,Strong,1
369.57,17.87,V,Moderate,1
369.68,53.65,VII,Very Strong,1
369.81,31.83,VI,Strong,1
369.93,42.31,VI,Strong,1
370.04,16.01,V,Moderate,1
370.15,18.1,V,Moderate,1
370.26,0.46,I,Instrumental,0
370.38,63.56,VII,Very Strong,1
370.49,28.31,VI,Strong,1
370.61,7.71,IV,Light,1
370.72,19.44,V,Moderate,1
370.83,57.78,VII,Very Strong,1
370.94,56.69,VII,Very Strong,1
371.06,62.36,VII,Very Strong,1
371.17,35.77,VI,Strong,1
371.29,1.87,II,Very Weak,0
371.4,13.93,V,Moderate,1
371.5,62.74,VII,Very Strong,1
371.61,36.54,VI,Strong,1
371.73,7.17,IV,Light,1
371.85,25.32,VI,Strong,1
371.95,26.2,VI,Strong,1
372.07,5.56,IV,Light,1
372.18,26.58,VI,Strong,1
372.3,34.9,VI,Strong,1
372.41,20.56,V,Moderate,1
372.52,7.21,IV,Light,1
372.64,29.5,VI,Strong,1
372.75,3.63,III,Weak,0
372.87,23.43,V,Moderate,1
372.98,9.78,IV,Light,1
373.1,18.32,V,Moderate,1
373.21,60.74,VII,Very Strong,1
373.32,2.3,III,Weak,0
373.43,79.99,VII,Very Strong,1
373.55,83.38,VII,Very Strong,1
373.66,45.41,VI,Strong,1
373.77,10.05,V,Moderate,1
373.88,16.75,V,Moderate,1
373.99,38.29,VI,Strong,1
374.11,18.84,V,Moderate,1
374.22,18.51,V,Moderate,1
374.34,24.83,V,Moderate,1
374.45,43.38,VI,Strong,1
374.57,64.31,VII,Very Strong,1
374.68,135.52,VIII,Severe,1
374.79,105.87,VIII,Severe,1
374.9,4.08,III,Weak,0
375.02,37.0,VI,Strong,1
375.13,19.08,V,Moderate,1
375.24,6.13,IV,Light,1
375.35,12.46,V,Moderate,1
375.47,24.63,V,Moderate,1
375.58,30.84,VI,Strong,1
375.69,53.08,VII,Very Strong,1
375.81,102.54,VIII,Severe,1
375.92,61.03,VII,Very Strong,1
376.03,151.86,VIII,Severe,1
376.14,20.74,V,Moderate,1
376.25,41.81,VI,Strong,1
376.37,34.36,VI,Strong,1
376.48,25.24,VI,Strong,1
376.6,48.98,VI,Strong,1
376.71,5.25,IV,Light,1
376.83,43.57,VI,Strong,1
376.95,11.65,V,Moderate,1
377.07,35.83,VI,Strong,1
377.17,155.02,VIII,Severe,1
377.28,39.66,VI,Strong,1
377.4,22.59,V,Moderate,1
377.51,14.01,V,Moderate,1
377.63,4.25,III,Weak,0
377.73,40.43,VI,Strong,1
377.85,17.98,V,Moderate,1
377.96,41.75,VI,Strong,1
378.08,52.59,VII,Very Strong,1
378.18,31.55,VI,Strong,1
378.29,6.08,IV,Light,1
378.41,35.44,VI,Strong,1
378.52,33.31,VI,Strong,1
378.63,5.38,IV,Light,1
378.74,8.61,IV,Light,1
378.85,5.82,IV,Light,1
378.96,17.27,V,Moderate,1
379.07,26.51,VI,Strong,1
379.18,5.78,IV,Light,1
379.29,8.16,IV,Light,1
379.4,103.08,VIII,Severe,1
379.52,62.23,VII,Very Strong,1
379.63,65.08,VII,Very Strong,1
379.74,47.86,VI,Strong,1
379.85,189.86,VIII,Severe,1
379.96,44.7,VI,Strong,1
380.08,34.84,VI,Strong,1
380.19,12.24,V,Moderate,1
380.3,13.61,V,Moderate,1
380.41,16.01,V,Moderate,1
380.51,106.01,VIII,Severe,1
380.63,57.52,VII,Very Strong,1
380.73,64.66,VII,Very Strong,1
380.85,48.12,VI,Strong,1
380.95,190.4,VIII,Severe,1
381.07,46.58,VI,Strong,1
381.18,33.54,VI,Strong,1
381.29,10.47,V,Moderate,1
381.4,11.64,V,Moderate,1
381.51,9.15,IV,Light,1
381.62,2.87,III,Weak,0
381.73,2.5,III,Weak,0
381.84,1.45,II,Very Weak,0
381.94,3.65,III,Weak,0
382.06,0.58,I,Instrumental,0
382.16,1.74,II,Very Weak,0
382.28,3.23,III,Weak,0
382.39,2.04,III,Weak,0
382.5,1.01,II,Very Weak,0
382.6,2.5,III,Weak,0
382.72,2.28,III,Weak,0
382.83,2.89,III,Weak,0
382.95,1.59,II,Very Weak,0
383.05,0.85,I,Instrumental,0
383.16,1.19,II,Very Weak,0
383.27,1.27,II,Very Weak,0
383.38,1.05,II,Very Weak,0
383.49,2.46,III,Weak,0
383.6,0.8,I,Instrumental,0
383.71,0.57,I,Instrumental,0
383.82,0.86,I,Instrumental,0
383.93,4.08,III,Weak,0
384.04,0.21,I,Instrumental,0
384.15,1.02,II,Very Weak,0
384.25,2.22,III,Weak,0
384.37,1.62,II,Very Weak,0
384.48,1.06,II,Very Weak,0
384.59,0.66,I,Instrumental,0
384.7,0.45,I,Instrumental,0
384.81,0.42,I,Instrumental,0
384.92,3.74,III,Weak,0
385.03,13.41,V,Moderate,1
385.14,6.76,IV,Light,1
385.26,10.82,V,Moderate,1
385.38,6.41,IV,Light,1
385.48,11.65,V,Moderate,1
385.59,5.18,IV,Light,1
385.7,13.9,V,Moderate,1
385.81,18.82,V,Moderate,1
385.92,10.64,V,Moderate,1
386.03,4.71,III,Weak,0
386.15,15.53,V,Moderate,1
386.26,8.17,IV,Light,1
386.38,24.53,V,Moderate,1
386.49,22.17,V,Moderate,1
386.61,34.52,VI,Strong,1
386.72,17.96,V,Moderate,1
386.84,35.82,VI,Strong,1
386.94,32.9,VI,Strong,1
387.07,2.03,III,Weak,0
387.18,28.15,VI,Strong,1
387.29,56.84,VII,Very Strong,1
387.4,39.53,VI,Strong,1
387.51,11.43,V,Moderate,1
387.63,16.05,V,Moderate,1
387.74,25.38,VI,Strong,1
387.86,33.3,VI,Strong,1
387.97,19.95,V,Moderate,1
388.09,3.7,III,Weak,0
388.2,9.06,IV,Light,1
388.31,30.05,VI,Strong,1
388.43,54.57,VII,Very Strong,1
388.53,56.67,VII,Very Strong,1
388.65,6.17,IV,Light,1
388.76,0.22,I,Instrumental,0
388.88,4.79,III,Weak,0
388.99,25.72,VI,Strong,1
389.11,1.18,II,Very Weak,0
389.22,12.36,V,Moderate,1
389.33,29.08,VI,Strong,1
389.44,30.35,VI,Strong,1
389.56,0.29,I,Instrumental,0
389.67,3.28,III,Weak,0
389.79,14.78,V,Moderate,1
389.9,3.46,III,Weak,0
390.01,33.07,VI,Strong,1
390.12,53.35,VII,Very Strong,1
390.24,11.96,V,Moderate,1
390.35,8.4,IV,Light,1
390.46,27.34,VI,Strong,1
390.57,16.08,V,Moderate,1
390.69,28.39,VI,Strong,1
390.8,34.58,VI,Strong,1
390.92,42.61,VI,Strong,1
391.03,22.28,V,Moderate,1
391.14,13.75,V,Moderate,1
391.25,18.21,V,Moderate,1
391.36,9.33,IV,Light,1
391.48,18.34,V,Moderate,1
391.59,77.46,VII,Very Strong,1
391.7,17.81,V,Moderate,1
391.82,0.72,I,Instrumental,0
391.94,14.77,V,Moderate,1
392.05,59.51,VII,Very Strong,1
392.16,36.87,VI,Strong,1
392.27,43.64,VI,Strong,1
392.38,45.99,VI,Strong,1
392.5,22.16,V,Moderate,1
392.61,0.99,I,Instrumental,0
392.72,72.83,VII,Very Strong,1
392.83,43.58,VI,Strong,1
392.94,40.68,VI,Strong,1
393.05,3.31,III,Weak,0
393.16,31.69,VI,Strong,1
393.27,61.87,VII,Very Strong,1
393.38,9.78,IV,Light,1
393.49,19.34,V,Moderate,1
393.6,9.7,IV,Light,1
393.72,23.25,V,Moderate,1
393.83,6.51,IV,Light,1
393.94,3.07,III,Weak,0
394.06,9.86,IV,Light,1
394.17,14.32,V,Moderate,1
394.28,6.25,IV,Light,1
394.39,12.76,V,Moderate,1
394.5,16.4,V,Moderate,1
394.63,3.51,III,Weak,0
394.73,78.63,VII,Very Strong,1
394.85,67.82,VII,Very Strong,1
394.96,38.96,VI,Strong,1
395.08,15.59,V,Moderate,1
395.19,49.2,VI,Strong,1
395.31,13.87,V,Moderate,1
395.41,37.69,VI,Strong,1
395.53,0.85,I,Instrumental,0
395.64,12.55,V,Moderate,1
395.76,2.27,III,Weak,0
395.86,57.44,VII,Very Strong,1
395.98,90.22,VII,Very Strong,1
396.1,18.85,V,Moderate,1
396.21,17.88,V,Moderate,1
396.32,82.33,VII,Very Strong,1
396.44,47.1,VI,Strong,1
396.55,46.78,VI,Strong,1
396.66,31.23,VI,Strong,1
396.77,44.44,VI,Strong,1
396.88,2.23,III,Weak,0
396.99,31.5,VI,Strong,1
397.11,46.42,VI,Strong,1
397.22,65.78,VII,Very Strong,1
397.34,4.74,III,Weak,0
397.45,16.22,V,Moderate,1
397.57,11.55,V,Moderate,1
397.68,26.79,VI,Strong,1
397.8,41.9,VI,Strong,1
397.91,3.47,III,Weak,0
398.03,69.19,VII,Very Strong,1
398.14,75.1,VII,Very Strong,1
398.25,22.39,V,Moderate,1
398.36,50.76,VII,Very Strong,1
398.48,6.66,IV,Light,1
398.59,59.35,VII,Very Strong,1
398.7,0.95,I,Instrumental,0
